pixel,intensity
884,67.13
883,62.46000000000001
882,57.46
881,51.1
880,49.11
879,52.010000000000005
878,57.68000000000001
877,65.67
876,66.36
875,62.08000000000001
874,61.08000000000001
873,68.41000000000001
872,76.72
871,69.69
870,65.65
869,59.3
868,54.93000000000001
867,64.59
866,96.86000000000001
865,142.49
864,181.13000000000002
863,188.74
862,178.72
861,153.38000000000002
860,130.08
859,125.1
858,137.77
857,147.12
856,146.84
855,170.51999999999998
854,180.88
853,154.91
852,108.61
851,78.29
850,65.68
849,58.34
848,60.68
847,72.14
846,67.48
845,62.50000000000001
844,54.53000000000001
843,55.86000000000001
842,57.20000000000001
841,61.88000000000001
840,65.56
839,57.24000000000001
838,59.56000000000001
837,63.2
836,61.51
835,57.16
834,51.49
833,46.480000000000004
832,43.14
831,35.2
830,38.53
829,42.190000000000005
828,45.8
827,45.4
826,44.4
825,41.4
824,39.4
823,38.739999999999995
822,38.739999999999995
821,34.739999999999995
820,30.86
819,28.86
818,28.86
817,32.22
816,33.24
815,34.2
814,34.2
813,30.540000000000003
812,29.550000000000004
811,26.860000000000007
810,26.200000000000003
809,26.860000000000007
808,25.21
807,21.23
806,20.919999999999998
805,21.93
804,21.6
803,18.619999999999997
802,15.29
801,11.959999999999999
800,10.63
799,14.6
798,16.599999999999998
797,18.91
796,21.56
795,23.880000000000003
794,26.85
793,28.5
792,26.830000000000002
791,27.150000000000002
790,27.150000000000002
789,26.490000000000002
788,26.490000000000002
787,24.840000000000003
786,22.529999999999998
785,22.199999999999996
784,22.199999999999996
783,24.580000000000002
782,23.909999999999997
781,23.240000000000002
780,19.910000000000004
779,18.87
778,22.2
777,27.490000000000002
776,29.810000000000002
775,34.73
774,38.34
773,40.980000000000004
772,45.95
771,51.25000000000001
770,57.87
769,66.84
768,69.16
767,76.11
766,73.13
765,72.09
764,72.73
763,80.98
762,88.24000000000001
761,95.86000000000001
760,101.52000000000001
759,103.79
758,108.7
757,135.83
756,192.09
755,260.95
754,340.14
753,432.34000000000003
752,506.69999999999993
751,575.9300000000001
750,583.9100000000001
749,570.97
748,523.77
747,435.69
746,334.3700000000001
745,246.48000000000002
744,176.34
743,124.45000000000002
742,99.05000000000001
741,92.44
740,90.89
739,87.92999999999999
738,79.00999999999999
737,72.11999999999999
736,70.17999999999999
735,33.910000000000004
734,29.92000000000001
733,22.92
732,18.6
731,15.940000000000001
730,12.64
729,15.32
728,12.69
727,13.02
726,10.02
725,9.35
724,7.35
723,5.32
722,5.32
721,5.99
720,6.66
719,6.3
718,6.3
717,6.640000000000001
716,7.3100000000000005
715,7.3100000000000005
714,6.640000000000001
713,5.970000000000001
712,5.970000000000001
711,1.34
710,1.34
709,1.34
708,1.34
707,1.34
706,1.34
705,1.34
704,2.0
703,13.280000000000001
702,13.280000000000001
701,10.620000000000001
700,6.0
699,5.0
698,6.0
697,6.0
696,6.34
695,6.7
694,7.37
693,9.030000000000001
692,8.69
691,8.34
690,5.99
689,3.9800000000000004
688,3.31
687,0.0
686,0.0
685,0.0
684,0.0
683,0.0
682,0.0
681,0.0
680,0.0
679,0.0
678,0.0
677,0.0
676,0.0
675,0.0
674,0.0
673,0.0
672,0.0
671,3.9600000000000004
670,3.9600000000000004
669,3.9600000000000004
668,3.9600000000000004
667,3.9600000000000004
666,3.9600000000000004
665,3.9600000000000004
664,3.9600000000000004
663,6.6000000000000005
662,6.6000000000000005
661,3.9600000000000004
660,3.9600000000000004
659,5.960000000000001
658,5.960000000000001
657,5.960000000000001
656,5.960000000000001
655,3.3000000000000003
654,3.3000000000000003
653,3.3000000000000003
652,3.3000000000000003
651,3.3000000000000003
650,3.3000000000000003
649,7.300000000000001
648,7.300000000000001
647,0.0
646,1.0
645,2.0
644,2.0
643,0.0
642,0.0
641,0.0
640,2.0
639,4.67
638,3.0
637,0.0
636,0.0
635,0.0
634,0.0
633,3.0
632,4.67
631,3.3000000000000003
630,3.3000000000000003
629,3.3000000000000003
628,3.3000000000000003
627,4.62
626,4.62
625,4.62
624,4.62
623,8.58
622,8.6
621,4.95
620,4.62
619,4.62
618,4.62
617,4.62
616,4.29
615,2.31
614,1.9800000000000002
613,1.6500000000000001
612,1.32
611,1.32
610,0.99
609,0.66
608,0.0
607,0.0
606,4.0
605,5.67
604,5.34
603,1.34
602,0.67
601,0.0
600,4.0
599,1.0
598,0.0
597,1.0
596,2.0
595,2.0
594,1.0
593,0.0
592,1.0
591,3.3000000000000003
590,3.3000000000000003
589,3.3000000000000003
588,3.3000000000000003
587,0.0
586,0.0
585,0.0
584,0.0
583,0.0
582,0.0
581,0.0
580,0.0
579,0.0
578,0.0
577,0.0
576,0.0
575,0.0
574,0.0
573,0.0
572,0.0
571,0.0
570,0.0
569,4.0
568,4.0
567,0.0
566,0.0
565,0.0
564,0.0
563,0.0
562,0.0
561,0.0
560,0.0
559,6.0
558,6.0
557,4.0
556,3.0
555,0.0
554,0.0
553,0.0
552,0.0
551,0.0
550,0.0
549,0.0
548,0.0
547,0.0
546,0.0
545,0.0
544,0.0
543,1.32
542,1.32
541,1.32
540,1.32
539,1.32
538,1.32
537,1.32
536,1.32
535,3.3200000000000003
534,3.3200000000000003
533,3.3200000000000003
532,3.3200000000000003
531,3.3200000000000003
530,3.3200000000000003
529,3.3200000000000003
528,3.3200000000000003
527,0.99
526,0.99
525,0.99
524,1.6600000000000001
523,3.0
522,4.0
521,4.0
520,4.0
519,0.0
518,0.0
517,0.0
516,0.0
515,0.0
514,0.0
513,0.0
512,0.0
511,3.3000000000000003
510,3.3000000000000003
509,3.3000000000000003
508,3.3000000000000003
507,0.0
506,0.0
505,0.0
504,0.0
503,2.0
502,2.0
501,0.0
500,0.0
499,0.0
498,0.0
497,1.0
496,2.0
495,0.0
494,0.0
493,2.0
492,2.0
491,2.0
490,2.0
489,0.0
488,0.0
487,0.0
486,0.0
485,0.0
484,0.0
483,1.0
482,1.0
481,2.0
480,2.0
479,3.3000000000000003
478,3.3000000000000003
477,3.3000000000000003
476,3.3000000000000003
475,3.3000000000000003
474,3.3000000000000003
473,3.3000000000000003
472,3.3000000000000003
471,0.0
470,0.0
469,0.0
468,0.0
467,1.32
466,1.32
465,1.32
464,1.32
463,0.0
462,0.0
461,0.0
460,0.0
459,0.0
458,0.0
457,0.0
456,0.0
455,0.0
454,0.0
453,0.0
452,0.0
451,0.0
450,0.0
449,0.0
448,0.0
447,6.32
446,5.32
445,4.99
444,3.99
443,1.9900000000000002
442,0.66
441,0.0
440,0.0
439,5.0
438,5.0
437,4.0
436,5.0
435,1.34
434,1.6800000000000002
433,1.6800000000000002
432,1.6800000000000002
431,1.32
430,1.32
429,1.32
428,1.32
427,0.0
426,0.0
425,0.0
424,0.0
423,1.0
422,0.0
421,0.0
420,0.0
419,0.0
418,0.0
417,0.0
416,0.0
415,4.62
414,4.62
413,4.62
412,4.62
411,0.0
410,0.0
409,0.0
408,0.0
407,6.0
406,6.0
405,6.0
404,5.0
403,2.0
402,2.0
401,2.0
400,2.0
399,10.0
398,10.0
397,0.0
396,0.0
395,0.0
394,0.0
393,0.0
392,0.0
391,0.0
390,0.0
389,0.0
388,0.0
387,0.0
386,0.0
385,0.0
384,0.0
383,0.0
382,0.0
381,0.0
380,1.0
379,3.0
378,4.0
377,4.0
376,4.0
375,0.0
374,0.0
373,0.0
372,0.0
371,0.0
370,0.0
369,0.0
368,0.0
367,1.9800000000000002
366,1.9800000000000002
365,1.9800000000000002
364,1.32
363,0.0
362,0.0
361,0.0
360,0.0
359,2.0
358,2.0
357,2.0
356,2.0
355,2.3200000000000003
354,1.98
353,2.64
352,2.64
351,2.0
350,2.0
349,2.0
348,0.0
347,0.0
346,0.0
345,0.0
344,0.0
343,0.0
342,0.0
341,0.0
340,0.0
339,0.0
338,0.0
337,0.0
336,0.0
335,0.0
334,0.0
333,0.0
332,0.0
331,0.0
330,0.0
329,0.0
328,0.0
327,0.0
326,0.0
325,0.0
324,0.0
323,0.0
322,0.0
321,0.0
320,0.0
319,0.0
318,0.0
317,0.0
316,0.0
315,0.0
314,0.0
313,0.0
312,0.0
311,0.0
310,0.0
309,0.0
308,0.0
307,1.32
306,2.6500000000000004
305,3.3200000000000003
304,3.3200000000000003
303,3.3000000000000003
302,3.3000000000000003
301,3.3000000000000003
300,3.3000000000000003
299,0.0
298,0.0
297,0.0
296,0.0
295,0.0
294,0.0
293,0.0
292,0.0
291,0.0
290,0.0
289,0.0
288,0.0
287,0.0
286,0.0
285,0.0
284,0.0
283,0.0
282,0.0
281,0.0
280,0.0
279,0.0
278,0.0
277,0.0
276,0.0
275,0.0
274,0.0
273,0.0
272,0.0
271,0.0
270,0.0
269,0.0
268,0.0
267,0.0
266,0.0
265,0.0
264,0.0
263,1.0
262,0.0
261,0.0
260,0.0
259,0.0
258,0.0
257,0.0
256,0.0
255,2.64
254,2.64
253,2.64
252,2.64
251,2.64
250,2.64
249,2.64
248,2.64
247,2.64
246,2.64
245,4.62
244,5.94
243,5.94
242,4.62
241,2.64
240,2.64
239,1.98
238,1.32
237,0.0
236,0.0
235,3.0
234,4.0
233,4.0
232,4.0
231,4.0
230,4.0
229,4.0
228,4.0
227,4.0
226,4.0
225,4.0
224,4.0
223,6.0
222,6.0
221,2.0
220,0.0
219,0.0
218,0.0
217,0.0
216,2.0
215,2.0
214,2.0
213,2.0
212,2.0
211,3.0
210,4.0
209,4.0
208,4.0
207,3.3000000000000003
206,2.97
205,2.97
204,2.64
203,2.64
202,2.31
201,1.9800000000000002
200,1.6500000000000001
199,0.99
198,0.0
197,2.0
196,2.0
195,2.0
194,2.0
193,1.0
192,0.0
191,1.0
190,2.0
189,6.0
188,6.0
187,6.0
186,6.0
185,1.0
184,0.0
183,0.0
182,0.0
181,0.0
180,0.0
179,0.0
178,3.0
177,4.0
176,5.0
175,2.0
174,2.0
173,2.0
172,2.0
171,2.0
170,2.0
169,2.0
168,2.0
167,3.3000000000000003
166,3.3000000000000003
165,3.3000000000000003
164,3.3000000000000003
163,3.3000000000000003
162,3.3000000000000003
161,3.3000000000000003
160,3.3000000000000003
159,2.0
158,2.0
157,2.0
156,2.0
155,2.0
154,2.0
153,2.0
152,2.0
151,3.3000000000000003
150,5.300000000000001
149,5.300000000000001
148,6.300000000000001
147,6.300000000000001
146,6.300000000000001
145,4.300000000000001
144,4.300000000000001
143,7.290000000000001
142,7.290000000000001
141,11.290000000000001
140,11.290000000000001
139,13.32
138,13.98
137,10.98
136,12.64
135,7.66
134,5.66
133,2.66
132,1.9900000000000002
131,1.9900000000000002
130,4.65
129,7.31
128,9.969999999999999
127,0.0
126,0.0
125,0.0
124,0.0
123,0.0
122,0.0
121,0.0
120,0.0
119,6.68
118,6.68
117,3.0
116,4.0
115,4.0
114,3.0
113,0.0
112,0.0
111,4.62
110,4.62
109,7.260000000000001
108,7.260000000000001
107,7.260000000000001
106,7.260000000000001
105,4.62
104,4.62
103,6.930000000000001
102,6.930000000000001
101,6.930000000000001
100,6.6000000000000005
99,6.6000000000000005
98,6.930000000000001
97,6.6000000000000005
96,5.94
95,7.920000000000001
94,7.260000000000001
93,7.260000000000001
92,6.6000000000000005
91,5.28
90,4.62
89,5.94
88,5.94
87,4.62
86,4.62
85,4.62
84,4.62
83,4.62
82,4.62
81,4.62
80,4.62
79,3.9600000000000004
78,4.95
77,5.61
76,8.600000000000001
75,8.600000000000001
74,6.2700000000000005
73,5.94
72,5.28
71,7.260000000000001
70,7.260000000000001
69,7.260000000000001
68,7.920000000000001
67,11.92
66,13.92
65,11.92
64,9.92
63,6.2700000000000005
62,5.28
61,4.95
60,4.62
59,4.95
58,5.61
57,7.6000000000000005
56,8.260000000000002
55,8.58
54,9.57
53,9.91
52,9.24
51,11.56
50,11.23
49,10.900000000000002
48,13.58
47,10.250000000000002
46,11.57
45,10.240000000000002
44,13.58
43,12.92
42,12.25
41,10.920000000000002
40,10.920000000000002
39,10.930000000000001
38,8.25
37,8.58
36,9.24
35,9.25
34,8.93
33,8.92
32,10.58
31,13.26
30,15.91
29,21.209999999999994
28,27.569999999999993
27,32.55
26,34.85999999999999
25,35.160000000000004
24,41.16
23,19.16
22,19.15
21,21.799999999999997
20,29.050000000000004
19,42.95
18,60.53
17,84.47999999999999
16,98.11999999999999
15,133.97
14,165.27999999999997
13,213.22000000000003
12,244.42000000000002
11,308.2900000000001
10,480.8499999999999
9,676.72
8,776.6299999999999
7,842.2
6,927.16
5,1382.1200000000001
4,2001.7000000000003
3,2389.78
2,2637.8300000000004
1,2730.86
0,2800.6000000000004
