pixel,intensity
1647,0.0
1646,0.0
1645,0.0
1644,0.0
1643,0.0
1642,0.0
1641,0.0
1640,0.0
1639,0.0
1638,0.0
1637,1.7320508075688772
1636,6.928203230275509
1635,6.928203230275509
1634,6.928203230275509
1633,5.196152422706632
1632,3.4641016151377544
1631,10.464101615137753
1630,10.464101615137753
1629,10.464101615137753
1628,10.464101615137753
1627,10.464101615137753
1626,10.464101615137753
1625,10.464101615137753
1624,10.464101615137753
1623,7.0
1622,8.732050807568877
1621,9.968118785068667
1620,11.204186762568456
1619,10.732050807568877
1618,8.732050807568877
1617,10.464101615137753
1616,10.464101615137753
1615,12.47213595499958
1614,14.204186762568456
1613,14.204186762568456
1612,15.936237570137333
1611,15.936237570137333
1610,17.66828837770621
1609,17.66828837770621
1608,19.40033918527509
1607,0.0
1606,0.0
1605,0.0
1604,0.0
1603,0.0
1602,0.0
1601,0.0
1600,0.0
1599,0.0
1598,0.0
1597,0.0
1596,0.0
1595,0.0
1594,0.0
1593,0.0
1592,0.0
1591,0.0
1590,0.0
1589,0.0
1588,0.0
1587,0.0
1586,0.0
1585,0.0
1584,0.0
1583,10.0
1582,10.0
1581,10.0
1580,10.0
1579,0.0
1578,0.0
1577,0.0
1576,0.0
1575,0.0
1574,0.0
1573,0.0
1572,0.0
1571,0.0
1570,0.0
1569,0.0
1568,0.0
1567,0.0
1566,0.0
1565,0.0
1564,0.0
1563,0.0
1562,0.0
1561,0.0
1560,0.0
1559,0.0
1558,0.0
1557,0.0
1556,0.0
1555,0.0
1554,0.0
1553,0.0
1552,0.0
1551,4.0
1550,4.0
1549,4.0
1548,4.0
1547,4.0
1546,4.0
1545,4.0
1544,4.0
1543,4.0
1542,4.0
1541,4.0
1540,4.0
1539,4.0
1538,4.0
1537,4.0
1536,4.0
1535,3.0
1534,3.0
1533,3.0
1532,2.0
1531,0.0
1530,0.0
1529,0.0
1528,0.0
1527,6.928203230275509
1526,3.0
1525,4.0
1524,4.0
1523,11.955450728547461
1522,13.461040137821614
1521,8.94427190999916
1520,4.0
1519,13.856406460551016
1518,13.856406460551016
1517,13.856406460551016
1516,17.32050807568877
1515,17.32050807568877
1514,3.4641016151377544
1513,3.4641016151377544
1512,1.7320508075688772
1511,0.0
1510,0.0
1509,0.0
1508,0.0
1507,0.0
1506,1.0
1505,2.0
1504,4.0
1503,0.0
1502,0.0
1501,0.0
1500,0.0
1499,0.0
1498,0.0
1497,0.0
1496,0.0
1495,0.0
1494,0.0
1493,0.0
1492,0.0
1491,3.4641016151377544
1490,5.196152422706632
1489,5.196152422706632
1488,5.196152422706632
1487,4.0
1486,4.0
1485,4.0
1484,4.0
1483,4.0
1482,4.0
1481,4.0
1480,7.0
1479,5.0
1478,6.0
1477,7.0
1476,8.0
1475,13.19615242270663
1474,15.928203230275507
1473,15.928203230275507
1472,16.928203230275507
1471,8.0
1470,8.0
1469,4.0
1468,4.0
1467,0.0
1466,0.0
1465,0.0
1464,0.0
1463,0.0
1462,0.0
1461,0.0
1460,0.0
1459,0.0
1458,0.0
1457,0.0
1456,0.0
1455,10.0
1454,10.0
1453,10.0
1452,10.0
1451,0.0
1450,0.0
1449,0.0
1448,0.0
1447,0.0
1446,0.0
1445,0.0
1444,0.0
1443,10.0
1442,10.0
1441,10.0
1440,10.0
1439,10.0
1438,10.0
1437,10.0
1436,10.0
1435,10.0
1434,10.0
1433,10.0
1432,10.0
1431,11.732050807568877
1430,11.732050807568877
1429,11.732050807568877
1428,11.732050807568877
1427,11.414213562373096
1426,11.414213562373096
1425,11.414213562373096
1424,11.414213562373096
1423,16.0
1422,16.0
1421,16.0
1420,16.0
1419,2.8284271247461903
1418,4.242640687119286
1417,6.610365985079727
1416,6.928203230275509
1415,1.7320508075688772
1414,1.7320508075688772
1413,1.7320508075688772
1412,1.7320508075688772
1411,1.7320508075688772
1410,1.7320508075688772
1409,3.732050807568877
1408,3.732050807568877
1407,14.0
1406,14.0
1405,14.0
1404,14.0
1403,4.0
1402,4.0
1401,4.0
1400,4.0
1399,0.0
1398,0.0
1397,0.0
1396,0.0
1395,0.0
1394,0.0
1393,0.0
1392,0.0
1391,16.928203230275507
1390,16.928203230275507
1389,10.0
1388,10.0
1387,0.0
1386,0.0
1385,0.0
1384,0.0
1383,0.0
1382,0.0
1381,0.0
1380,0.0
1379,3.4641016151377544
1378,8.660254037844386
1377,8.660254037844386
1376,8.660254037844386
1375,1.4142135623730951
1374,1.4142135623730951
1373,0.0
1372,0.0
1371,0.0
1370,0.0
1369,0.0
1368,0.0
1367,0.0
1366,0.0
1365,0.0
1364,0.0
1363,0.0
1362,0.0
1361,0.0
1360,0.0
1359,4.0
1358,4.0
1357,4.0
1356,4.0
1355,4.0
1354,4.0
1353,4.0
1352,4.0
1351,4.0
1350,4.0
1349,4.0
1348,4.0
1347,4.0
1346,4.0
1345,4.0
1344,4.0
1343,0.0
1342,0.0
1341,0.0
1340,0.0
1339,0.0
1338,0.0
1337,0.0
1336,0.0
1335,12.124355652982139
1334,12.124355652982139
1333,12.124355652982139
1332,8.660254037844386
1331,0.0
1330,0.0
1329,0.0
1328,0.0
1327,1.7320508075688772
1326,1.7320508075688772
1325,1.7320508075688772
1324,1.7320508075688772
1323,1.7320508075688772
1322,1.7320508075688772
1321,1.7320508075688772
1320,1.7320508075688772
1319,10.0
1318,10.0
1317,10.0
1316,10.0
1315,10.0
1314,10.0
1313,10.0
1312,10.0
1311,7.464101615137754
1310,4.0
1309,4.0
1308,6.47213595499958
1307,6.47213595499958
1306,4.0
1305,4.0
1304,7.464101615137754
1303,4.0
1302,4.0
1301,4.0
1300,4.0
1299,4.0
1298,4.0
1297,4.0
1296,4.0
1295,6.928203230275509
1294,6.928203230275509
1293,6.928203230275509
1292,5.196152422706632
1291,0.0
1290,0.0
1289,0.0
1288,0.0
1287,10.0
1286,10.0
1285,10.0
1284,10.0
1283,14.0
1282,14.0
1281,14.0
1280,14.0
1279,10.0
1278,10.0
1277,10.0
1276,10.0
1275,0.0
1274,0.0
1273,0.0
1272,0.0
1271,0.0
1270,0.0
1269,0.0
1268,0.0
1267,4.0
1266,4.0
1265,4.0
1264,4.0
1263,6.928203230275509
1262,7.196152422706632
1261,3.0
1260,4.0
1259,4.0
1258,5.0
1257,9.70820393249937
1256,11.94427190999916
